"_type","additionalrooms","age","amenitiesavailable","amenitiesnot","area","balconies","bathroom","bhk","carpetarea","facing","floor","locality","neworold","opensides","overlooking","ownership","possesiondate","price","pricepersquare","projectname","roadfaceing","status","totalfloor"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens","1,000 sq ft","","2","2 BHK Apartment ","","","2","Viman Nagar","Resale","","","Freehold","","5200000","₹ 5,200/ sq ft ","","","Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","810 sq ft","","2","2 BHK Apartment ","","","4","Wadgaon Sheri","Resale","","","Freehold","","4800000","₹ 5,926/ sq ft ","Kumar Primavera","","Unfurnished",""
"dict","","1 - 2 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","2,100 sq ft","1","4","4 BHK Apartment ","1530 sq ft","East","2, ","Hinjewadi","New","1","Corner, Garden View, Pool View, Road View","Freehold","","13500000","₹ 6,428/ sq ft ","Peninsula Ashok Meadows","35 feet","Ready to move","11"
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","","1,050 sq ft","1","2","2 BHK Apartment ","817 sq ft","East","3, ","Hinjewadi","New","1","Garden View, Pool View, Road View","Freehold","","8102000","₹ 7,716/ sq ft ","TCG The Crown Greens","35 feet","Ready to move","21"
"dict","","","AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wifi,Gas connection","1,100 sq ft","2","2","2 BHK Apartment ","","","","Boat Club Road","Resale","","","","","8000000","₹ 7,272/ sq ft ","","","Ready to move,Furnished",""
"dict","","5 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Microwave,Dining Table,Gas connection,BED","Sports Facility,Jogging Track,Landscaped Gardens,Wifi","1,876 sq ft","3","3","3 BHK Apartment ","","East","3, ","Pimple Saudagar","Resale","3","","Freehold","","15500000","₹ 8,262/ sq ft ","Srishtee Srishtees Treasure Island","131 feet","Ready to move,Furnished","7"
"dict","","2 years","","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","800 sq ft","1","1","2 BHK Independent Floor ","","","1","Pimple Gurav","New","","","","","3800000","₹ 4,750/ sq ft ","Builder Kaleshwari Construction","","Ready to move",""
"dict","","2 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wifi,Microwave,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED","695 sq ft","","2","1 BHK Apartment ","","East","4, ","Pimpri","Resale","1","","Freehold","","4700000","₹ 6,762/ sq ft ","Mahindra Lifespaces Antheia","","Ready to move,Semi-Furnished","12"
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wifi","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,Gas connection,BED","1,197 sq ft","1","2","2 BHK Apartment ","921 sq ft","East","10, ","Hinjewadi","New","2","","","","7538084","₹ 6,297/ sq ft ","Sheth Beverly Hills","60 feet","Ready to move","11"
"dict","1 rooms( pooja room )","1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","1,620 sq ft","","3","3 BHK Apartment ","","East","3, ","Hinjewadi","New","1","Corner, Garden View, Pool View, Road View","Freehold","","11100000","₹ 6,851/ sq ft ","Peninsula Ashok Meadows","35 feet","Ready to move","11"
"dict","","","","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","550 sq ft","1","1","1 BHK Apartment ","","","2, ","Keshav Nagar","New","","","Freehold","","2200000","₹ 4,000/ sq ft ","","","Ready to move","3"
"dict","","7 - 8 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","1,080 sq ft","2","2","2 BHK Apartment ","","West","","Kalyani Nagar","Resale","","Corner, Garden View, Pool View, Road View","Co-Operative Society","","11000000","₹ 10,185/ sq ft ","Raviraj Fortaleza","80 feet","Ready to move,Unfurnished",""
"dict","","5 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Indoor Games,Jogging Track,Maintenance Staff,Staff Quarter,Landscaped Gardens,Wardrobe,BED","Gymnasium,Swimming Pool,Sports Facility,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,060 sq ft","2","2","2 BHK Apartment ","785 sq ft","East","4, ","Talegaon Dabhade","Resale","2","","Freehold","","4200000","₹ 3,962/ sq ft ","Kohinoor Begonia","","Ready to move,Semi-Furnished","4"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","651 sq ft","","3","3 BHK Apartment ","","East","5, ","Kharadi","Resale","","","Freehold","","10000000","₹ 15,360/ sq ft ","","","Under Construction,Unfurnished","12"
"dict","","1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Washing Machine,Wifi,Gas connection","AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED","1,315 sq ft","","2","2 BHK Apartment ","","North","1, ","Kharadi","Resale","2","Corner, Garden View, Pool View, Road View","Co-Operative Society","","9500000","₹ 7,224/ sq ft ","Vascon Forest County","","Ready to move,Unfurnished","12"
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wifi,Gas connection","AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED","710 sq ft","1","1","1 BHK Apartment ","","West","11, ","Hinjewadi","New","2","","","","4615063","₹ 6,500/ sq ft ","Sheth Beverly Hills","60 feet","Ready to move","11"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track","1,093 sq ft","3","2","2 BHK Apartment ","828 sq ft","East","1, ","Katraj","New","3","Road View, Corner","Freehold","Jul 2018","6637927","₹ 6,073/ sq ft ","Builder Drushti Developers Gloria","60 feet","Under Construction","11"
"dict","","5 - 6 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Wifi,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED","1,040 sq ft","2","2","2 BHK Apartment ","","East","5, ","Baner","Resale","1","Corner, Garden View, Pool View, Road View","Freehold","","6600000","₹ 6,346/ sq ft ","Welworth Paradise","60 feet","Ready to move,Unfurnished","6"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","","1,317 sq ft","1","3","3 BHK Apartment ","944 sq ft","East","3, ","Tathawade","New","1","Garden View, Pool View, Road View","Freehold","Dec 2018","9291000","₹ 7,054/ sq ft ","Pethkar Siyona Phase I","40 feet","Under Construction","14"
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens","Sports Facility","603 sq ft","","2","1 BHK Apartment ","","West","5, ","Rasikwadi","New","","Road View, Garden View","Freehold","","3410000","₹ 5,655/ sq ft ","","","Ready to move","11"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens","Sports Facility","1,235 sq ft","2","2","2 BHK Apartment ","","East","11, ","Hinjewadi","New","","Road View","","","7300000","₹ 5,910/ sq ft ","","","Ready to move","21"
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","625 sq ft","1","1","1 BHK Apartment ","","","10, ","Undri","New","1","Road View","Freehold","","2806470","₹ 4,490/ sq ft ","Builder Sai Ganga undri","","Ready to move","12"
"dict","","1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","2,150 sq ft","1","4","4 BHK Apartment ","1530 sq ft","East","2, ","Hinjewadi","New","1","Corner, Garden View, Pool View, Road View","Freehold","","13500000","₹ 6,279/ sq ft ","Peninsula Ashok Meadows","35 feet","Ready to move","11"
"dict","","","Car Parking,Power Backup,Children's play area,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Golf Course,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Lift Available,24 X 7 Security,Club House,Sports Facility","866 sq ft","","2","2 BHK Apartment ","583 sq ft","East","6, ","Wakad","New","3","Corner, Garden View, Pool View, Road View","Freehold","Jun 2018","5500000","₹ 6,351/ sq ft ","Nandgude Royal Oak","100 feet","Under Construction","8"
"dict","","0 - 1 year","Car Parking,Children's play area,Club House,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Gymnasium","3,204 sq ft","","4","4 BHK Villa ","","East","","Maval","New","1","Corner, Garden View, Pool View, Road View","Freehold","","21500000","₹ 6,710/ sq ft ","Puraniks Sayama","30 feet","Ready to move","2"
"dict","","3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Swimming Pool,Sports Facility","1,049 sq ft","","","2 BHK Apartment ","","","Gr","Kharadi","New","","","","","5349900","₹ 5,100/ sq ft ","Navalakha Ritz","","Ready to move",""
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","5,800 sq ft","","","5 BHK Apartment ","","","Gr","Koregaon Park","New","","","","","86130000","₹ 14,850/ sq ft ","Ajmera Aria","","Ready to move",""
"dict","","3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Swimming Pool,Sports Facility","1,121 sq ft","","","2 BHK Apartment ","","","Gr","Kharadi","New","","","","","5717100","₹ 5,100/ sq ft ","Navalakha Ritz","","Ready to move",""
"dict","","3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Swimming Pool,Sports Facility","1,073 sq ft","","","2 BHK Apartment ","","","Gr","Kharadi","New","","","","","5472300","₹ 5,100/ sq ft ","Navalakha Ritz","","Ready to move",""
"dict","","3 - 4 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","4,665 sq ft","","","4 BHK Apartment ","","","Gr","Hadapsar","New","","","","","26823750","₹ 5,750/ sq ft ","Marvel Bounty","","Ready to move",""
"dict","","3 - 4 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Intercom,Golf Course,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","1,660 sq ft","","","3 BHK Apartment ","","","Gr","Wagholi","New","","","","","9379000","₹ 5,650/ sq ft ","Marvel Fria","","Ready to move",""
"dict","","3 - 4 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","4,800 sq ft","","","4 BHK Apartment ","","","Gr","Hadapsar","New","","","","","27600000","₹ 5,750/ sq ft ","Marvel Bounty","","Ready to move",""
"dict","","3 - 4 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","2,145 sq ft","","","3 BHK Apartment ","","","Gr","Hadapsar","New","","","","","12333750","₹ 5,750/ sq ft ","Marvel Bounty","","Ready to move",""
"dict","","3 - 4 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","2,580 sq ft","","","3 BHK Apartment ","","","Gr","Hadapsar","New","","","","","14835000","₹ 5,750/ sq ft ","Marvel Bounty","","Ready to move",""
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","2,491 sq ft","","","4 BHK Apartment ","","","Gr","Kharadi","New","","","","","13949600","₹ 5,600/ sq ft ","Geras Trinity Towers","","Ready to move",""
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,335 sq ft","","","2 BHK Apartment ","","","Gr","Kharadi","New","","","","","7609500","₹ 5,700/ sq ft ","Geras Trinity Towers","","Ready to move",""
"dict","","3 - 4 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","1,726 sq ft","","","3 BHK Apartment ","","","Gr","Wadgaon Sheri","New","","","","","12427200","₹ 7,200/ sq ft ","BramhaCorp Suncity Platinum","","Ready to move",""
"dict","","3 - 4 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","1,734 sq ft","","","3 BHK Apartment ","","","Gr","Wadgaon Sheri","New","","","","","12484800","₹ 7,200/ sq ft ","BramhaCorp Suncity Platinum","","Ready to move",""
